,Substrate,Phosphosite,Control_mean,Inhibitor_mean,Fold_change,p_value,ctrlCV,treatCV,Kinase
5204,HIST1H1C,S36,2707864152.0,3037619911.0,1.121777069,0.173214641,0.031303727,0.118428619,Chk2
5211,HIST1H1E,T18,9433991214.0,11147934411.0,1.1816774209999998,0.303110657,0.061598415999999996,0.230642793,CDK1
5211,HIST1H1E,T18,9433991214.0,11147934411.0,1.1816774209999998,0.303110657,0.061598415999999996,0.230642793,CDK2
5242,HJURP,S412,186416595.6,173474942.2,0.93057671,0.562505142,0.035830383,0.20731814699999998,CDK1
5243,HJURP,S448,899614461.6,928662868.7,1.03228984,0.80291616,0.16377223900000001,0.13402546,CDK1
5244,HJURP,S473,3977689976.0,3717380672.0,0.934557669,0.358722741,0.058533100000000005,0.10475595,CDK1
5245,HJURP,S486,485675443.1,654120786.0,1.346826971,0.05269717,0.133921378,0.156249624,Akt1
5260,HMGA1,S36,64427589.78,57404332.16,0.8909899059999999,0.7591247870000001,0.380967041,0.50308463,CDK1
5260,HMGA1,S36,64427589.78,57404332.16,0.8909899059999999,0.7591247870000001,0.380967041,0.50308463,CDK2
5260,HMGA1,S36,64427589.78,57404332.16,0.8909899059999999,0.7591247870000001,0.380967041,0.50308463,HIPK2
5262,HMGA1,T53,1414242122.0,1755011935.0,1.24095578,0.07990897400000001,0.188077379,0.050523935,CDK1
5262,HMGA1,T53,1414242122.0,1755011935.0,1.24095578,0.07990897400000001,0.188077379,0.050523935,HIPK2
5277,HMGCS1,S495,1584622408.0,1491582174.0,0.941285549,0.739895665,0.26905782899999997,0.121709993,CDK1
5280,HMGN1,S86,1957653924.0,2163960443.0,1.1053845709999999,0.7687349290000001,0.44438631,0.35558460399999997,CK2A1
5281,HMGN1,S89,1957653924.0,2163960443.0,1.1053845709999999,0.7687349290000001,0.44438631,0.35558460399999997,CK2A1
5282,HMGN1,S99,607594434.7,807814397.5,1.3295289609999998,0.402146732,0.616200247,0.109778284,CK2A1
5284,HMGN2,S25,349155315.4,7197548.302999999,0.020614174,0.123428114,0.946860831,0.7414160209999999,AurB
5285,HMGN2,S29,1924260921.0,760084415.6,0.39500070299999995,0.196794555,0.72172712,0.033485906,AurB
5288,HMGN5,S24,46254547.38,53182012.0,1.149768293,0.8795113929999999,1.064790698,1.08489422,AurB
5289,HMGN5,T31,46254547.38,55116787.14,1.1915971570000001,0.8498188740000001,1.064790698,1.089129982,CDK1
5289,HMGN5,T31,46254547.38,55116787.14,1.1915971570000001,0.8498188740000001,1.064790698,1.089129982,CDK2
5317,HNRNPA1,S199,160458865.2,21413647.3,0.133452566,0.002858968,0.304145266,0.43459702200000006,CK2A1
5317,HNRNPA1,S199,160458865.2,21413647.3,0.133452566,0.002858968,0.304145266,0.43459702200000006,Akt1
5350,HNRNPC,S253,760839749.4,1201578575.0,1.5792794430000001,0.259823857,0.09661499300000001,0.506942259,CK1A
5351,HNRNPC,S260,1188620174.0,2042461421.0,1.7183465880000002,0.25569064199999997,0.023936033,0.576165876,CK2A1
5351,HNRNPC,S260,1188620174.0,2042461421.0,1.7183465880000002,0.25569064199999997,0.023936033,0.576165876,CK1A
5354,HNRNPD,S83,1650195137.0,622518204.7,0.377239146,0.063758121,0.365266507,0.806569491,GSK3B
5363,HNRNPH1,S104,5613894526.0,6443413805.0,1.147761821,0.46829561799999997,0.074736715,0.280617903,CDK2
5376,HNRNPK,S216,1284423205.0,1216628823.0,0.947218033,0.697840782,0.195240976,0.116767187,CDK1
5376,HNRNPK,S216,1284423205.0,1216628823.0,0.947218033,0.697840782,0.195240976,0.116767187,CDK2
5376,HNRNPK,S216,1284423205.0,1216628823.0,0.947218033,0.697840782,0.195240976,0.116767187,JNK1
5377,HNRNPK,S284,9143608543.0,11696319855.0,1.279179855,0.141075055,0.12194795800000001,0.201666092,ERK1
5377,HNRNPK,S284,9143608543.0,11696319855.0,1.279179855,0.141075055,0.12194795800000001,0.201666092,ERK2
5408,HNRNPU,S59,71188108.51,286063160.8,4.01841216,0.001437906,0.10314388099999999,0.23274840300000002,DNAPK
5408,HNRNPU,S59,71188108.51,286063160.8,4.01841216,0.001437906,0.10314388099999999,0.23274840300000002,PLK1
5408,HNRNPU,S59,71188108.51,286063160.8,4.01841216,0.001437906,0.10314388099999999,0.23274840300000002,DNAPK
5446,HSF1,S303,15142990242.0,15871217588.0,1.048090062,0.684312823,0.18946864,0.044372031,P38B
5446,HSF1,S303,15142990242.0,15871217588.0,1.048090062,0.684312823,0.18946864,0.044372031,GSK3B
5446,HSF1,S303,15142990242.0,15871217588.0,1.048090062,0.684312823,0.18946864,0.044372031,P38G
5446,HSF1,S303,15142990242.0,15871217588.0,1.048090062,0.684312823,0.18946864,0.044372031,P38A
5446,HSF1,S303,15142990242.0,15871217588.0,1.048090062,0.684312823,0.18946864,0.044372031,P38D
5447,HSF1,S307,7853136812.0,9107300457.0,1.159702253,0.300891945,0.23849325899999999,0.046002926,P38B
5447,HSF1,S307,7853136812.0,9107300457.0,1.159702253,0.300891945,0.23849325899999999,0.046002926,ERK1
5447,HSF1,S307,7853136812.0,9107300457.0,1.159702253,0.300891945,0.23849325899999999,0.046002926,P38G
5447,HSF1,S307,7853136812.0,9107300457.0,1.159702253,0.300891945,0.23849325899999999,0.046002926,P38A
5447,HSF1,S307,7853136812.0,9107300457.0,1.159702253,0.300891945,0.23849325899999999,0.046002926,P38D
5462,HSP90AA1,S263,388821885.0,1534862676.0,3.94746987,0.18538894600000003,0.6170386929999999,0.850475587,CK2A1
5472,HSP90AB1,S226,94969140642.0,120974000000.0,1.273826798,0.285642555,0.194302749,0.278688013,CK2A1
5473,HSP90AB1,S255,49550495982.0,57665460599.0,1.1637716120000001,0.48961665200000004,0.19522673,0.28565514399999997,CK2A1
5473,HSP90AB1,S255,49550495982.0,57665460599.0,1.1637716120000001,0.48961665200000004,0.19522673,0.28565514399999997,AurB
5476,HSP90AB1,S452,504752358.4,425272953.7,0.8425378240000001,0.23479439800000002,0.079646838,0.226172467,AurB
5512,HSPB1,S15,5990921169.0,12672950641.0,2.115359272,0.00116177,0.098513683,0.150696031,MAPKAPK2
5512,HSPB1,S15,5990921169.0,12672950641.0,2.115359272,0.00116177,0.098513683,0.150696031,PKG1 iso2
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,MAPKAPK2
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,PKACA
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,P70S6KB
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,PKG1 iso2
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,PRKD1
5513,HSPB1,S82,2535341222.0,3561665300.0,1.404807081,0.046990424,0.213317051,0.13051084400000001,Akt1
5516,HSPB8,S24,6519355141.0,7206430989.0,1.105390155,0.21598968600000001,0.072202515,0.09997621400000001,ERK1
5517,HSPB8,S57,199977944.5,391778194.2,1.959107016,0.043733746,0.614232395,0.11241008599999999,PKACA
5518,HSPB8,T87,2386173323.0,2996437413.0,1.25575011,0.14487371300000002,0.210742087,0.12714891,ERK1
5550,HTT,S1179,173643681.6,321248536.2,1.850044489,0.012272811000000002,0.27339161300000003,0.169723894,CDK5
5551,HTT,S1199,1125263621.0,1725079696.0,1.533044936,0.00051758,0.105951394,0.056531544,CDK5
5553,HTT,S432,18072500.23,16217106.8,0.897336096,0.9196130790000001,1.431373381,1.000444535,CDK5
5610,IGF2R,S2409,10311488419.0,10487522032.0,1.017071601,0.905762953,0.028096554,0.23382577899999998,CK2A1
5611,IGF2R,S2484,3830698830.0,3480670587.0,0.9086254859999999,0.577005378,0.149406599,0.245464892,CK2A1
5658,ILK,T181,525003686.4,739202727.5,1.4079953090000001,0.528443346,0.6819091709999999,0.573101512,PKCA
5664,IMPDH2,S122,243679012.9,244775839.8,1.004501113,0.967059178,0.08439889199999999,0.159511743,CDK2
5777,IRF3,S175,15376671.24,38361066.1,2.494757512,0.065549076,0.895264365,0.290144006,TBK1
5777,IRF3,S175,15376671.24,38361066.1,2.494757512,0.065549076,0.895264365,0.290144006,Cot
5786,IRS1,S312,1927259393.0,1486149726.0,0.7711207590000001,0.082874627,0.171311734,0.10865497699999999,IKKB
5786,IRS1,S312,1927259393.0,1486149726.0,0.7711207590000001,0.082874627,0.171311734,0.10865497699999999,JNK1
5790,IRS1,S629,3827144.878,0.0,0.0,0.355917684,1.732050808,0.0,Akt1
5791,IRS1,S636,3827144.878,0.0,0.0,0.355917684,1.732050808,0.0,ERK2
5791,IRS1,S636,3827144.878,0.0,0.0,0.355917684,1.732050808,0.0,p70S6K
5815,ISCU,S14,466402398.2,490781378.1,1.052270271,0.7554651809999999,0.228166686,0.150397336,mTOR
5820,ITGA4,S1021,278413328.1,254298565.2,0.913385027,0.817249742,0.319892718,0.58318685,PKACA
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,ERK1
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,CDK3
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,VRK1
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,PRKD1
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,ERK2
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,JNK2
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,JNK1
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,PBK
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,PLK3
5917,JUN,S63,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,ERK7
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,ERK1
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,CDK3
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,VRK1
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,ERK2
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,JNK2
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,JNK1
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,PBK
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,PLK3
5918,JUN,S73,218129062.2,413353374.5,1.894994506,0.359220671,1.00002847,0.632988577,ERK7
5953,KAT5,S90,320932739.4,117736254.6,0.36685647899999996,0.027837085,0.311468099,0.593286945,CDK1
5953,KAT5,S90,320932739.4,117736254.6,0.36685647899999996,0.027837085,0.311468099,0.593286945,GSK3B
5963,KAT7,S57,39171684.23,35428425.09,0.904439668,0.909298938,1.055652834,1.004955937,PLK1
5964,KAT7,T88,1956334012.0,2259803576.0,1.15512155,0.089937597,0.11172285400000001,0.062515139,CDK1
5964,KAT7,T88,1956334012.0,2259803576.0,1.15512155,0.089937597,0.11172285400000001,0.062515139,CDK2
5997,KDM1A,S131,196859197.6,147340377.0,0.748455641,0.27776241100000004,0.334767794,0.194623195,CK2A1
5998,KDM1A,S137,196859197.6,147340377.0,0.748455641,0.27776241100000004,0.334767794,0.194623195,CK2A1
6008,KDM2A,T550,415553391.3,462788565.4,1.113668123,0.62278923,0.09003077599999999,0.331355226,CDK2
6026,KDM4B,S622,24077565.68,41503549.89,1.723743606,0.490372783,1.420360956,0.549071135,ERK2
6047,KHSRP,S274,17913257.03,43162372.12,2.409521175,0.21171641,1.582295779,0.307114354,ATM
6125,KIF11,T926,690225080.3,1082328576.0,1.568080625,0.043549650999999995,0.169529495,0.221157975,CDK1
6126,KIF13B,S1381,1191823922.0,1563263661.0,1.311656556,0.059993841,0.204967585,0.085026638,MARK2
6127,KIF13B,S1410,296034119.5,256193090.8,0.865417443,0.426371795,0.22450056699999998,0.18002028399999997,MARK2
6158,KIF20B,T1644,257477378.6,358143818.0,1.390971975,0.181065707,0.372901504,0.17798706600000003,CDK1
6188,KIF2C,S715,56621504.68,101516923.7,1.792904026,0.5299178139999999,1.0114772779999999,1.0014359179999999,PLK1
6192,KIF4A,T799,2227543.898,0.0,0.0,0.355917684,1.732050808,0.0,AurB
6201,KIFC1,S26,468736419.5,332027827.8,0.708346555,0.309531278,0.225551936,0.558084785,Chk1
6201,KIFC1,S26,468736419.5,332027827.8,0.708346555,0.309531278,0.225551936,0.558084785,CDK1
6203,KIT,S746,294910029.2,263461612.3,0.893362674,0.615052981,0.127244239,0.363049634,PKCA
6210,KLC2,S545,34882237.54,0.0,0.0,0.247487918,1.35214661,0.0,AMPKA1
6212,KLC2,S582,21483291.79,177196827.3,8.248122732,0.155749061,1.732050808,0.914084025,AMPKA1
6217,KLF3,S101,4272033161.0,2741480567.0,0.641727361,0.004734031,0.112090748,0.136091133,HIPK2
6218,KLF3,S250,36630672109.0,26326788336.0,0.718708853,0.07599131,0.044487755,0.310439252,HIPK2
6219,KLF3,S92,5837395345.0,4314878654.0,0.73917876,0.004809173,0.083895764,0.082668272,HIPK2
6331,KRT19,S35,16944147.61,6982011.565,0.41206036,0.520780856,1.31196959,1.732050808,Akt1
6378,KSR1,S406,2689362059.0,2148137879.0,0.7987536940000001,0.542608215,0.353301973,0.511556117,TAK1
6445,LARP1,S766,4660480739.0,366480361.8,0.07863574200000001,1.0300000000000001e-05,0.117610997,0.17542961699999998,mTOR
6452,LARP1,T649,10392039.61,45383292.49,4.367120816,0.24414390600000002,1.083550473,1.004054615,CDK2
6466,LARP6,S409,1027189541.0,1620156060.0,1.577270792,0.30305357899999996,0.566685541,0.43322942299999995,mTOR
6481,LASP1,S146,6540302.776000001,3910215.1489999997,0.597864546,0.574426259,1.080527724,0.764726475,PKACA
6481,LASP1,S146,6540302.776000001,3910215.1489999997,0.597864546,0.574426259,1.080527724,0.764726475,PKG1 iso2
6481,LASP1,S146,6540302.776000001,3910215.1489999997,0.597864546,0.574426259,1.080527724,0.764726475,PKG1
6481,LASP1,S146,6540302.776000001,3910215.1489999997,0.597864546,0.574426259,1.080527724,0.764726475,PKG2
6491,LAT2,Y136,24488117.29,6036536.875,0.246508819,0.491991346,1.732050808,1.732050808,Syk
6491,LAT2,Y136,24488117.29,6036536.875,0.246508819,0.491991346,1.732050808,1.732050808,LYN
6548,LIG1,S51,2900337299.0,3101382097.0,1.06931773,0.457554873,0.119228615,0.08703523699999999,CDK2
6549,LIG1,S66,85365373.53,193943244.3,2.271919354,0.062276093,0.8186709659999999,0.223754192,CK2A1
6550,LIG1,S76,385426510.6,512686432.9,1.330179473,0.22479272399999997,0.360494346,0.165881733,Chk1
6550,LIG1,S76,385426510.6,512686432.9,1.330179473,0.22479272399999997,0.360494346,0.165881733,CDK1
6550,LIG1,S76,385426510.6,512686432.9,1.330179473,0.22479272399999997,0.360494346,0.165881733,CDK2
6554,LIG3,S210,7027421402.0,8684529832.0,1.235806043,0.19295119300000002,0.112228315,0.20630512199999998,CDK1
6554,LIG3,S210,7027421402.0,8684529832.0,1.235806043,0.19295119300000002,0.112228315,0.20630512199999998,CDK2
6556,LIG3,S913,25667574.14,4515564.093,0.175924849,0.215799391,1.008366502,1.2408105,CDK1
6556,LIG3,S913,25667574.14,4515564.093,0.175924849,0.215799391,1.008366502,1.2408105,CDK2
6562,LIMA1,S362,9490855671.0,9553727394.0,1.006624452,0.9394698920000001,0.10092743300000001,0.103316511,ERK1
6577,LIMK1,S310,753171400.0,755238790.0,1.002744913,0.9852382590000001,0.214067951,0.12191617800000001,P38A
6608,LMNA,S22,4643255458.0,5111336307.0,1.100808765,0.7273330090000001,0.420426953,0.206260687,CDK1
6609,LMNA,S301,752661102.7,970037068.8,1.288809884,0.08082592,0.13537111699999999,0.152414544,Akt1
6610,LMNA,S390,56589989953.0,55944256527.0,0.988589264,0.925259996,0.17707046,0.09841979599999999,CDK1
6616,LMNA,T19,2677216603.0,3487999345.0,1.302845403,0.400040915,0.520705225,0.19470679300000002,CDK1
6619,LMNB1,S23,408171.79600000003,0.0,0.0,0.355917684,1.732050808,0.0,CDK1
6622,LMNB1,S393,33621992997.0,45465653432.0,1.352259321,0.014474436,0.099429542,0.110414934,CDK1
6626,LMNB2,S37,1091541461.0,1610787077.0,1.4756993980000002,0.0015888929999999999,0.05125439,0.096399836,CDK2
6670,LRCH3,S419,2201296296.0,2866303225.0,1.302097873,0.019192536,0.10588788699999999,0.096975886,CDK2
6689,LRP6,S1490,136331213.3,169685812.0,1.2446585620000001,0.360901907,0.40200494299999995,0.11922739,ERK1
6689,LRP6,S1490,136331213.3,169685812.0,1.2446585620000001,0.360901907,0.40200494299999995,0.11922739,GSK3B
6689,LRP6,S1490,136331213.3,169685812.0,1.2446585620000001,0.360901907,0.40200494299999995,0.11922739,ERK2
6689,LRP6,S1490,136331213.3,169685812.0,1.2446585620000001,0.360901907,0.40200494299999995,0.11922739,CDK14
6752,LSP1,S252,7217006933.0,8670209952.0,1.20135813,0.296894451,0.085385495,0.24402511300000002,MAPKAPK2
6803,LYL1,S36,39180960.76,22873924.62,0.583802035,0.47748176299999995,0.869921368,0.661366088,ERK1
6803,LYL1,S36,39180960.76,22873924.62,0.583802035,0.47748176299999995,0.869921368,0.661366088,ERK2
6846,MAF1,S68,931453691.8,1005578645.0,1.079579858,0.325273717,0.05530681,0.107620737,mTOR
6946,MAP2,S1782,6559788762.0,5738594875.0,0.874813974,0.570318231,0.354813671,0.07758962900000001,PKACA
6994,MAP4,S787,11283368636.0,10103741191.0,0.89545432,0.762235122,0.226271875,0.586498527,CDK1
7016,MAP7,S209,1034300239.0,428446321.0,0.414237863,0.015660436,0.299797555,0.121486913,CDK1
7046,MAPK1,T185,961663326.7,1023313620.0,1.06410798,0.670804407,0.024650966,0.232479666,MEK1
7047,MAPK1,Y187,2064556219.0,1413089123.0,0.6844517529999999,0.009157947,0.11631433199999999,0.125289547,JAK2
7047,MAPK1,Y187,2064556219.0,1413089123.0,0.6844517529999999,0.009157947,0.11631433199999999,0.125289547,MEK1
7047,MAPK1,Y187,2064556219.0,1413089123.0,0.6844517529999999,0.009157947,0.11631433199999999,0.125289547,Ret
7049,MAPK3,T202,311687237.8,266129737.8,0.8538358509999999,0.6975297079999999,0.280135622,0.648718735,MEK1
7049,MAPK3,T202,311687237.8,266129737.8,0.8538358509999999,0.6975297079999999,0.280135622,0.648718735,MEK2
7050,MAPK3,T207,844858118.8,449741658.3,0.53232803,0.0019931239999999998,0.042997129,0.280608753,ERK1
7050,MAPK3,T207,844858118.8,449741658.3,0.53232803,0.0019931239999999998,0.042997129,0.280608753,MEK1
7051,MAPK3,Y204,1156545357.0,715871396.1,0.618973905,0.048023654000000006,0.099448083,0.399403279,ERK1
7051,MAPK3,Y204,1156545357.0,715871396.1,0.618973905,0.048023654000000006,0.099448083,0.399403279,JAK2
7051,MAPK3,Y204,1156545357.0,715871396.1,0.618973905,0.048023654000000006,0.099448083,0.399403279,MEK1
7051,MAPK3,Y204,1156545357.0,715871396.1,0.618973905,0.048023654000000006,0.099448083,0.399403279,MEK2
7051,MAPK3,Y204,1156545357.0,715871396.1,0.618973905,0.048023654000000006,0.099448083,0.399403279,Ret
7052,MAPK8IP3,S365,1514824505.0,1282685710.0,0.846755321,0.412772304,0.274657076,0.147331187,ROCK1
7077,MARCKS,S159,9941995799.0,9489472444.0,0.954483651,0.6948708029999999,0.027662664,0.19852373899999998,ROCK1
7077,MARCKS,S159,9941995799.0,9489472444.0,0.954483651,0.6948708029999999,0.027662664,0.19852373899999998,PKCA
7078,MARCKS,S163,1948539.019,1200813922.0,616.2637292999999,0.027961507000000003,1.479554957,0.59987829,PKCA
7079,MARCKS,S167,11541189341.0,18680806627.0,1.618620584,0.024938083,0.156172552,0.20087023899999998,PKCA
7080,MARCKS,S170,2495421920.0,2226158272.0,0.892096945,0.582685455,0.12108474,0.334375064,PKCA
7102,MARK2,T596,5145360406.0,5539431956.0,1.076587745,0.26055073,0.024962322000000002,0.09645382300000001,PKCI
7102,MARK2,T596,5145360406.0,5539431956.0,1.076587745,0.26055073,0.024962322000000002,0.09645382300000001,PKCZ
7107,MARK3,T507,240719716.0,317297936.3,1.318121928,0.32160953800000003,0.34368825799999997,0.286029624,PKACA
7151,MATR3,T150,531761643.9,405262178.3,0.762112467,0.5668432210000001,0.32378113399999997,0.7848407759999999,Chk1
7179,MCL1,S64,61571677.17,159801313.0,2.595370474,0.354080826,0.841627633,1.009510874,CDK1
7179,MCL1,S64,61571677.17,159801313.0,2.595370474,0.354080826,0.841627633,1.009510874,CDK2
7179,MCL1,S64,61571677.17,159801313.0,2.595370474,0.354080826,0.841627633,1.009510874,JNK1
7182,MCM2,S108,4737383.281,0.0,0.0,0.335067952,1.6529441219999998,0.0,CK2A1
7182,MCM2,S108,4737383.281,0.0,0.0,0.335067952,1.6529441219999998,0.0,CDK7
7182,MCM2,S108,4737383.281,0.0,0.0,0.335067952,1.6529441219999998,0.0,CDC7
7182,MCM2,S108,4737383.281,0.0,0.0,0.335067952,1.6529441219999998,0.0,CDK2
7182,MCM2,S108,4737383.281,0.0,0.0,0.335067952,1.6529441219999998,0.0,ATR
7183,MCM2,S139,51615403724.0,52315949187.0,1.013572411,0.9157472870000001,0.06041356,0.201595163,CK2A1
7183,MCM2,S139,51615403724.0,52315949187.0,1.013572411,0.9157472870000001,0.06041356,0.201595163,CDK7
7183,MCM2,S139,51615403724.0,52315949187.0,1.013572411,0.9157472870000001,0.06041356,0.201595163,CDC7
7183,MCM2,S139,51615403724.0,52315949187.0,1.013572411,0.9157472870000001,0.06041356,0.201595163,CDK2
7184,MCM2,S27,61485806594.0,61092096933.0,0.993596739,0.902829276,0.069508686,0.052814948,CK2A1
7184,MCM2,S27,61485806594.0,61092096933.0,0.993596739,0.902829276,0.069508686,0.052814948,CDK7
7184,MCM2,S27,61485806594.0,61092096933.0,0.993596739,0.902829276,0.069508686,0.052814948,CDC7
7184,MCM2,S27,61485806594.0,61092096933.0,0.993596739,0.902829276,0.069508686,0.052814948,CDK2
7186,MCM2,S41,1760979969.0,2535949741.0,1.4400786980000002,0.13863731599999998,0.056982396,0.30749021,CK2A1
7186,MCM2,S41,1760979969.0,2535949741.0,1.4400786980000002,0.13863731599999998,0.056982396,0.30749021,CDK7
7186,MCM2,S41,1760979969.0,2535949741.0,1.4400786980000002,0.13863731599999998,0.056982396,0.30749021,CDC7
7186,MCM2,S41,1760979969.0,2535949741.0,1.4400786980000002,0.13863731599999998,0.056982396,0.30749021,CDK2
7189,MCM3,S160,79197610.18,83054876.97,1.0487043329999999,0.610505162,0.080189183,0.128769201,Chk1
7189,MCM3,S160,79197610.18,83054876.97,1.0487043329999999,0.610505162,0.080189183,0.128769201,DAPK1
7195,MCM3,T722,8596056885.0,9227843556.0,1.073497265,0.5159580579999999,0.036894468,0.16838132100000003,CDK2
7208,MCM7,S121,1222690719.0,1658268572.0,1.356245326,0.051494381,0.200468295,0.11551132800000001,CDK1
7208,MCM7,S121,1222690719.0,1658268572.0,1.356245326,0.051494381,0.200468295,0.11551132800000001,CDK2
7228,MDC1,S299,39693549.62,178547396.9,4.49814639,0.025247371,1.000132751,0.39685712700000003,CK2A1
7229,MDC1,S329,29302004.74,69203271.54,2.361724809,0.220262412,1.136319032,0.548867206,CK2A1
7230,MDC1,S376,100852915.7,407237047.2,4.03793033,0.333872125,1.002153943,1.215169716,CK2A1
7242,MDC1,T301,39693549.62,178547396.9,4.49814639,0.025247371,1.000132751,0.39685712700000003,CK2A1
7243,MDC1,T378,100852915.7,407237047.2,4.03793033,0.333872125,1.002153943,1.215169716,CK2A1
7257,MDM4,S367,119242346.5,149552945.4,1.254193244,0.660062205,0.11657918099999999,0.7534011690000001,Chk1
7257,MDM4,S367,119242346.5,149552945.4,1.254193244,0.660062205,0.11657918099999999,0.7534011690000001,Chk2
7257,MDM4,S367,119242346.5,149552945.4,1.254193244,0.660062205,0.11657918099999999,0.7534011690000001,Akt1
7265,MECP2,S216,29166617.1,13946773.94,0.478175919,0.17496203899999999,0.24761137600000002,1.114533394,HIPK1
7265,MECP2,S216,29166617.1,13946773.94,0.478175919,0.17496203899999999,0.24761137600000002,1.114533394,HIPK2
7267,MECP2,S80,29069323.73,118251028.0,4.0678974530000005,0.277286737,1.732050808,1.007080665,HIPK1
7267,MECP2,S80,29069323.73,118251028.0,4.0678974530000005,0.277286737,1.732050808,1.007080665,HIPK2
7269,MED1,S1207,10641269109.0,9502955567.0,0.893028404,0.767267688,0.45127649200000003,0.439828696,CDK2
7272,MED1,S953,169856959.9,193121640.1,1.136966305,0.551671566,0.320822241,0.17300368100000002,ATM
7274,MED1,T1215,10415367002.0,9481861604.0,0.910372299,0.8042410590000001,0.44447990200000004,0.441440822,CDK2
7307,MELK,S356,73840000.82,119101538.9,1.612967735,0.339076371,0.7860768640000001,0.40526526399999996,MELK
7308,MELK,S505,2395386471.0,2269636393.0,0.947503219,0.820276412,0.310970502,0.236109459,MELK
7309,MELK,S529,1064516965.0,1036068936.0,0.973276114,0.87480623,0.199355355,0.204249488,MELK
7323,METTL1,S27,2665090922.0,1682896609.0,0.63145936,9.32e-05,0.057379657,0.061848987,p90RSK
7323,METTL1,S27,2665090922.0,1682896609.0,0.63145936,9.32e-05,0.057379657,0.061848987,Akt1
7350,MFAP1,S116,1549870140.0,2606709818.0,1.68188918,0.001180598,0.149344433,0.083161358,CDC7
7411,MIIP,S303,657277641.7,779727390.9,1.186298364,0.412709525,0.12621068900000001,0.290205472,PKCE
7457,MKI67,S357,66375454.5,17889618.21,0.269521593,0.175719664,0.8219539790000001,0.231950973,CDK2
7458,MKI67,S374,56410524.73,51880465.58,0.9196947879999999,0.937537651,0.600395007,1.732050808,AurB
7459,MKI67,S538,1107517861.0,1975226322.0,1.783471302,0.519554249,1.566231973,0.683022492,AurB
7470,MKI67,T1764,3866586731.0,2351646747.0,0.608197077,0.48701155700000004,0.8244972970000001,0.658302874,Chk1
7481,MKI67,T761,25330615.2,12648414.1,0.49933308,0.475382188,1.125823241,0.34901514100000003,CDK1
7525,MOB1A,T35,209314521.7,109366658.3,0.522499143,0.20033315399999999,0.562986994,0.22313623100000002,MST2
7600,MRE11,S688,185082307.7,19006179.35,0.10269041699999999,0.105827195,0.810269505,1.018359292,CK2A1
7600,MRE11,S688,185082307.7,19006179.35,0.10269041699999999,0.105827195,0.810269505,1.018359292,PLK1
7601,MRE11,S689,185082307.7,19006179.35,0.10269041699999999,0.105827195,0.810269505,1.018359292,CK2A1
7648,MSN,T558,2347852195.0,3603220668.0,1.5346880330000001,0.118903626,0.401454546,0.204245762,PKCT
7648,MSN,T558,2347852195.0,3603220668.0,1.5346880330000001,0.118903626,0.401454546,0.204245762,PKACA
7648,MSN,T558,2347852195.0,3603220668.0,1.5346880330000001,0.118903626,0.401454546,0.204245762,LRRK2
7648,MSN,T558,2347852195.0,3603220668.0,1.5346880330000001,0.118903626,0.401454546,0.204245762,ROCK1
7648,MSN,T558,2347852195.0,3603220668.0,1.5346880330000001,0.118903626,0.401454546,0.204245762,GRK2
